word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio
-budget,'bʌdʒət,,adj. 预算的；与形容词；像'low'和'big'连用形成形容词指花费多少钱的尤指拍电影的预算；comb,,,,,0,0,,,
-bufen,,,布芬,,,,,0,0,,,
-built,bɪlt,,v. 建造（build的过去分词）\nadj. 身段优美的；…建成的,,,,,0,0,,,
-bulia,,,comb.form 表示“【主精神病学】意志”：abulia,,,,,0,0,,,
-bund,bʌnd,,n. 堤岸；码头；同盟\nn. (Bund)人名；(德)邦德；(匈)本德,,,,,0,0,,,
-burg,bɜːg,,n. 镇；城；村\nn. (Burg)人名；(英)伯格；(法、罗、德、捷、匈)布尔格,,,,,0,0,,,
-burger,,,na. 构成类似汉堡包的各种肉类或肉类代用品的三明治,,,,,0,0,,,
-burgh,'bʌrə,,n. （苏格兰）自治市；城镇\nn. (Burgh)人名；(英)伯格,,,,,0,0,,,
-bury,'berɪ,,vt. 埋葬；隐藏\nn. (Bury)人名；(法)比里；(英、西)伯里；(德、意、罗、波、捷、匈)布里；(俄)布雷,,,,,0,0,,,
-buster,,,[网络] 整洁,,,,,0,0,,,
-busting,,,垄耕\n沟耕,,,,,0,0,,,
-but,bʌt; bət,,conj. 但是；而是；然而\nadv. 仅仅，只\nprep. 除…以外\nn. (But)人名；(俄、罗)布特；(越)笔,,,,,0,0,,,
-butazone,,,泰宗,,,,,0,0,,,
-buzone,,,布宗,,,,,0,0,,,
-by,,,[网络] -通过,,,,,0,0,,,
-c,si,,symb. 碳（carbon）\nn. 字母C,,,,,0,0,,,
-c(o)ele,,,"腔,瘤,膨出,突出,肿大,疝",,,,,0,0,,,
-cade,,,[网络] 线,,,,,0,0,,,
-cain,,,[网络]  - 可以,,,,,0,0,,,
-cain(e),,,卡因,,,,,0,0,,,
-caine,,,[网络] 可卡因,,,,,0,0,,,
-cainide,,,卡尼,,,,,0,0,,,
-caked,keikt,,adj. 外表结块的\nv. 结成块状（cake的过去式和过去分词）,,,,,0,0,,,
-calmodulin,kæl'mɑdʒəlɪn,,n. [生化] 钙调蛋白；携钙素,,,,,0,0,,,
-calorie,'kæləriː,,"comb. 表示""卡路里的""；adj",,,,,0,0,,,
-cam,kæm,,n. 凸轮\nn. (Cam)人名；(英、法、西)卡姆,,,,,0,0,,,
-camphor,,,"樟脑,莰酮-2",,,,,0,0,,,
-campsis,,,弯曲,,,,,0,0,,,
-capped,,,v. 给…戴帽；去蒂；覆以…；除去盖子；胜过（cap的过去分词形式）\nadj. 包过的；加盖的；去蒂的,,,,,0,0,,,
-cardia,'kɑ:diə,,"comb.form 表示“心脏位置”,“心脏跳动”：dextrocardia",,,,,0,0,,,
-cardium,'kɑ:diəm,,comb.form 表示“心”：epicardium,,,,,0,0,,,
-care,keə,,n. 关怀；照料；谨慎；忧虑\nvi. 照顾；关心；喜爱；顾虑\nvt. 在意；希望或喜欢\nn. (Care)人名；(英)凯尔；(塞)察蕾,,,,,0,0,,,
-carnil,,,卡奈,,,,,0,0,,,
-carotene,'kærətiːn,,n. 胡萝卜素（等于carotin）,,,,,0,0,,,
-carp,,,na. 表示“果实”,,,,,0,0,,,
-carpic,'kɑ:pik,,comb.form =-carpous,,,,,0,0,,,
-carpous,'kɑ:pəs,,"comb.form 表示“果实的”、“有…果实的”：monocarpous,apocarpous",,,,,0,0,,,
-cast,kɑːst,,vt. 投，抛；计算；浇铸；投射（光、影、视线等）\nn. 投掷，抛；铸件，[古生] 铸型；演员阵容；脱落物\nvi. 投，抛垂钓鱼钩；计算，把几个数字加起来\nn. (Cast)人名；(法)卡斯特,,,,,0,0,,,
-casting,'kɑːstɪŋ,,n. 铸造；铸件；投掷；角色分配\nv. 铸造；投掷；投向；选派演员；扔掉（cast的ing形式）,,,,,0,0,,,
-caulis,'kɔːlɪs,,n. 主茎,,,,,0,0,,,
-ce,,,na. 构成抽象名词,,,,,0,0,,,
-ced,,,"行,让步",,,,,0,0,,,
-cede,,,走,,,,,0,0,,,
-ceed,,,"行,让步",,,,,0,0,,,
-cele,'seli:,," [医]〔后缀〕意为肿瘤, 肿胀",,,,,0,0,,,
-celled,seld,,含有某种或若干小细胞的,,,,,0,0,,,
-celli,,,大提琴（cello的名词复数）,,,,,0,0,,,
-cene,si:n,," 表示新近的, 新的；(尤指)新生代的和特定时代：Miocene",,,,,0,0,,,
-centered,'sentəd,,adj. 居中的；有圆心的\nv. 集中；居中（center的过去式和过去分词形式）,,,,,0,0,,,
-centesis,,,[网络]  - 兴趣,,,,,0,0,,,
-central,'sentr(ə)l,,adj. 中心的；主要的；中枢的\nn. 电话总机,,,,,0,0,,,
-centred,'sentəd,,adj. 固定于中心的；在中心的\nv. 集中（centre的过去分词）；把…置于中央,,,,,0,0,,,
-centric,,, 以…为中心；有…中心,,,,,0,0,,,
-centrism,'sentrɪzəm,,n. 温和主义，中间路线；中间派的政策,,,,,0,0,,,
-cephalic,si'fælik; ke'f-,,"comb.form 表示“头”,“头盖”,“颅骨”：dolichocephalic[-cephalous 的异体]",,,,,0,0,,,
-cephalous,,,na. 有头的,,,,,0,0,,,
-cephaly,,,[网络] 头昏,,,,,0,0,,,
-ception,,,[网络] 验收,,,,,0,0,,,
-cercal,'sə:kəl,, 表示“有…尾的”：homocercal,,,,,0,0,,,
-cess,,,"行,让步",,,,,0,0,,,
-cfine,,,吖啶,,,,,0,0,,,
-ch,,,abbr. 荣誉勋爵（Companion of Honor）,,,,,0,0,,,
-cha,tʃɑː,,n. （英俚）茶\nn. (Cha)人名；(柬)乍；(中)查(普通话·威妥玛),,,,,0,0,,,
-chan,,,[网络] chanㄧ,,,,,0,0,,,
-cheeked,,,adj. 具有…的面颊的\nv. 无礼地说（cheek的过去分词）,,,,,0,0,,,
-chested,,,na. 有…胸的,,,,,0,0,,,
-chinned,,,na. 长着…下巴的,,,,,0,0,,,
-chore,,,[网络] 岸边,,,,,0,0,,,
-choron,,,n. (Choron)人名；(法)肖龙,,,,,0,0,,,
-chory,,,[网络]  - ,,,,,0,0,,,
-chroic,,,"na. (皮肤,植物等的)色",,,,,0,0,,,
-chromasia,,,"色,色素",,,,,0,0,,,
-chrome,k'rəʊm,, [医]〔后缀〕意为与颜色有关的,,,,,0,0,,,
-chromia,,,"色,色素",,,,,0,0,,,
-chronous,,,[网络] 同步,,,,,0,0,,,
-chroous,'krəuəs,,comb.form 表示“…颜色的”：isochroous[亦作-chroic],,,,,0,0,,,
-chylia,,,"液,乳糜",,,,,0,0,,,
-ci-,",si 'aɪ",,abbr. 铸铁（Cast Iron）,,,,,0,0,,,
-cia,",si: ai 'ei",,abbr. 中央情报局（Central Intelligence Agency）,,,,,0,0,,,
-cian,,,…学家,,,,,0,0,,,
-cic,,,西克,,,,,0,0,,,
-cidal,'saidəl,," 表示：杀者的,杀的：homicidal; 可杀的,有杀害能力的：fungicidal",,,,,0,0,,,
-cide,,, [医]〔后缀〕意为杀伤者或杀,,,,,0,0,,,
-cidin,,,西定,,,,,0,0,,,
-cion,,,-tion 的异体：suspicion,,,,,0,0,,,
-cir-,,,abbr. 圆圈（circle）\nn. (Cir)人名；(塞)齐尔,,,,,0,0,,,
-cis,,,"杀,切",,,,,0,0,,,
-citabine,,,(西)他滨,,,,,0,0,,,
-cities,'sɪtɪz,,n. 城市（city的复数）,,,,,0,0,,,
-city,,,suf. [与其他词合成构成形容词]表示“…城市”,,,,,0,0,,,
-clad,klæd,,adj. 穿衣的；覆盖的\nvt. 在金属外覆以另一种金属\nv. 穿衣（clothe的过去式和过去分词）,,,,,0,0,,,
-claim,,,叫喊,,,,,0,0,,,
-clase,,,n. (Clase)人名；(南非)克拉塞,,,,,0,0,,,
-clasia,,,"破坏,折断",,,,,0,0,,,
-clasis,,,"破坏,折断",,,,,0,0,,,
-clast,k'lɑ:st,,[医]〔后缀〕意为破碎或破裂,,,,,0,0,,,
-cle,,,abbr. 克利夫兰（Cleveland，美国城市名）；建构主义学习环境（Constructivist Learning Environment）；汉语培训中心（Chinese Language Education）,,,,,0,0,,,
-cleisis,,,"狭窄,闭塞,闭",,,,,0,0,,,
-clinal,,,[网络] 字幕,,,,,0,0,,,
-cline,klaɪn,,"n. [生物] 渐变群, 生态群\nn. (Cline)人名；(英)克莱因；(法)克利纳",,,,,0,0,,,
-clinic,'klɪnɪk,,n. 临床；诊所,,,,,0,0,,,
-clysis,,,"灌注,灌洗,输液,滴药",,,,,0,0,,,
-co-,",si:'əʊ",,abbr. 一氧化碳（carbon monoxide）；哥伦比亚（Colombia）；现付票（Cash Order）；货源证书（Certificate of Origin）\nn. (Co)人名；(中)措(藏语·汉语拼音),,,,,0,0,,,
-coated,'kəʊtɪd,,adj. 上涂料的，上胶的；穿外套的，覆盖着的\nv. 外面覆盖（coat的过去分词）,,,,,0,0,,,
-coccal,'kɔkəl,,"comb.form 表示“球菌的”：staphylococcal, streptococcal [亦作-coccic ／'kɔsik／]",,,,,0,0,,,
-cocci,'kɒksaɪ,,n. 球菌\nn. (Cocci)人名；(英、意)科奇,,,,,0,0,,,
-coccoid,'kɔkɔid,,comb.form 表示“似球菌的”：staphylococcoid,,,,,0,0,,,
-coccus,'kɔkəs,, 表示球菌[用于各种细菌名称],,,,,0,0,,,
-cocoal,,,球菌的,,,,,0,0,,,
-codon,'kəʊdɒn,,n. 密码子（遗传密码的单位）\nn. (Codon)人名；(西)科东,,,,,0,0,,,
-coel,,An absoulte nob jockey who plays allana for a fool\n> ogorman. Loves himself and only himself\n,,,,,,0,0,,,
-coele,'kəʊeli:,," [医]〔后缀〕意为腔, 空间, 穴, 孔。有时拼作-cele和-coel",,,,,0,0,,,
-col-,kɒl,,n. 山坳；出口；峡路,,,,,0,0,,,
-cola,'kəʊlə,,n. 可乐；可乐树（其子含咖啡碱）\nn. (Cola)人名；(塞)措拉；(西、意、罗)科拉,,,,,0,0,,,
-colored,'kʌləd,,adj. 有色的；着色的；有色人种的\nv. 把...染色，粉饰，脸红（color的过去时和过去分词形式）,,,,,0,0,,,
-coloured,'kʌləd,,adj. 有色的；着色的\nn. 混血人；有色人种的人\nvt. 给…着色（colour的过去式和过去分词）,,,,,0,0,,,
-colous,-kələs,," 表示生长于,居住于：arenicolous",,,,,0,0,,,
-column,'kɒləm,,n. 纵队，列；专栏；圆柱，柱形物,,,,,0,0,,,
-commissioned,kə'mɪʃənd,,adj. 受委任的，受任命的；服役的，现役的\nv. 委任（commission的过去分词）,,,,,0,0,,,
-compatible,kəm'pætəbl,,comb.form 表示“兼容的”：plug-compatible,,,,,0,0,,,
-conazole,,,康唑,,,,,0,0,,,
-conia,,,尘,,,,,0,0,,,
-conscious,'kɒnʃəs,,adj. 意识到的；故意的；神志清醒的,,,,,0,0,,,
-consuming,kən'sjuːmɪŋ,,adj. 消费的；强烈的\nv. 消耗（consume的ing形式）,,,,,0,0,,,
-controlled,kən'trəʊld,,adj. 受控制的；受约束的；克制的\nv. 控制；约束（control的过去式）；指挥,,,,,0,0,,,
-core,kɔ:,,comb.form 表示“…类别的摇滚乐”：queercore,,,,,0,0,,,
-corn,kɔːn,,n. （美）玉米；（英）谷物；[皮肤] 鸡眼\nvt. 腌；使成颗粒\nn. (Corn)人名；(英、法、瑞典)科恩,,,,,0,0,,,
-cornered,'kɔːnəd,,adj. 有角的；被困得走投无路的\nvt. 把…逼入绝境（corner的过去式）,,,,,0,0,,,
-cosm,,,comb.form [构成复合词的词尾]：microcosm,,,,,0,0,,,
-covered,'kʌvəd,,adj. 覆盖了的；隐蔽着的；有屋顶的\nv. 覆盖；包括；掩护（cover的过去分词）,,,,,0,0,,,
-cracy,,, …的政府；…的统治,,,,,0,0,,,
-craft,,,na. 术；行业,,,,,0,0,,,
-crafted,,,adj. 精心制作的\nv. 精巧地制作（craft的过去分词）,,,,,0,0,,,
-crafts,krɑːfts,,n. 工艺品，手艺（craft的复数形式）\nn. (Crafts)人名；(英、德)克拉夫茨,,,,,0,0,,,
-crania,,,颅,,,,,0,0,,,
-crasy,,,[网络] 不屑一顾,,,,,0,0,,,
-crat,kræt,, 表示参与或支持(某种)政府或统治集团,,,,,0,0,,,
-cratic,,,suff. 参加的；统治者的,,,,,0,0,,,
-crazed,kreizd,,adj. 疯狂的；癫狂的\nv. 使发狂（craze的过去式）,,,,,0,0,,,
-crazy,'kreɪzɪ,,adj. 疯狂的；狂热的，着迷的,,,,,0,0,,,
-cred,kred,,comb.form [俚语]表示“在特定群体内的普遍接受性”,,,,,0,0,,,
-crete,kri:t,,n. （希腊）克里特岛,,,,,0,0,,,
-crinat,,,利那,,,,,0,0,,,
-crisis,,,危象,,,,,0,0,,,
-cromil,,,罗米,,,,,0,0,,,
-crotic,,,脉搏,,,,,0,0,,,
-crowned,kraʊnd,,adj. 王室的；戴王冠的\nv. 加冕，使成王（crown的过去式和过去分词形式）,,,,,0,0,,,
-crusted,'krʌstɪd,,adj. 生了外皮的；有沉淀的；陈旧的；陈年的,,,,,0,0,,,
-cule,,,na. 小,,,,,0,0,,,
-culus,'kʌləs,,n. 杯状器官；[昆] 肛门孔,,,,,0,0,,,
-cum-,'kʌm,,n. 和；用在两个名词之间形成名词指和；与；连同；附带\n,,,,,0,0,,,
-curium,,,库铵,,,,,0,0,,,
-cy,si,," 表示：性质,状态,事实：hesitancy; 职位,职务,级别：captaincy",,,,,0,0,,,
-cycle,,,[网络] -周期,,,,,0,0,,,
-cycline,,,环素,,,,,0,0,,,
-cyst,sist,,comb.form 表示“囊”，“液囊”，“胞囊”，“胞”：encyst,,,,,0,0,,,
-cyte,'sɪt,," [医]〔词尾〕意为细胞, 其含具体类型随词根而定, 如椭圆细胞(elliptocyte), 红细胞(erythro-cyte), 白细胞(leukocyte)等",,,,,0,0,,,
-cytosis,,,细胞数增加,,,,,0,0,,,
-d,,, ——见 -ed,,,,,0,0,,,
-dactyl,-'dæktil,,comb.form [通常与名词连用]=-dactylous:,,,,,0,0,,,
-dactylia,dæk'tiliə,,comb.form [用以构成名词]表示“有…手指”，“有…足趾”：hexadactylia,,,,,0,0,,,
-dactylous,'dæktiləs,,"comb.form [用以构成形容词]表示“有…手指的”,“有…足趾的”：monodactylous, tridactylous",,,,,0,0,,,
-dactyly,'dæktili,,comb.form [用以构成名词]表示“有…的手指”，“有…的足趾”：hyperdactyly,,,,,0,0,,,
-dan,,,旦,,,,,0,0,,,
-dapsone,,,(氨)苯砜,,,,,0,0,,,
-dar,",di e'ɑr",,abbr. 美国革命女儿会（Daughters of the American Revolution）\nn. (Dar)人名；(英、印、巴基)达尔,,,,,0,0,,,
-darone,,,达隆,,,,,0,0,,,
-day,deɪ,,n. 一天；时期；白昼\nadv. 每天；经常在白天地\nadj. 日间的；逐日的\nn. (Day)人名；(英、法、西)戴；(越)岱；(阿拉伯、土)达伊,,,,,0,0,,,
-dea,,,abbr. 数据交换协议（Data Exchange Agreement）；禁药取缔机构（Drug Enforcement Administration）\nn. (Dea)人名；(英)迪娅；(法、西、意)德亚,,,,,0,0,,,
-decker,'dekə,,n. 装饰者；甲板水手\nn. (Decker)人名；(德、英、法、捷、匈、瑞典)德克尔,,,,,0,0,,,
-defying,,,反抗,,,,,0,0,,,
-dendron,'dendrən,,comb.form 表示“树木”，“树状结构”[作为复合词的最后成分，dendro-的异体]：rhododendron,,,,,0,0,,,
-derm,'dɜ:m,," [医]〔皮肤〕皮肤, 胚层",,,,,0,0,,,
-derm(a),,,"皮,胚叶",,,,,0,0,,,
-derma,'də:mə,,"comb.form 表示“皮”,“皮肤病”：scleroderma,xeroderma[derma",,,,,0,0,,,
-dermas,'dɜːmə,,n. [解剖] 真皮；皮肤；烤牛香肠,,,,,0,0,,,
-dermatous,'də:mətəs,,comb.form 表示“有某种皮(或皮肤)的” [参较-derm],,,,,0,0,,,
-dermia,,,皮病,,,,,0,0,,,
-dermis,'də:mis,,comb.form 表示“组织层”，“皮层”[用于构成复合词],,,,,0,0,,,
-desis,,,"固定,融合(术),固定(术)",,,,,0,0,,,
-di,dai,,abbr. 数据输入（Data Input）；（英）国防情报局（Defence Inteligence）；密度指示器（Density Indicator）\nn. (Di)人名；(柬、老、缅、刚(金))迪,,,,,0,0,,,
-dia,di aɪ e,,abbr. （美）国防情报局（Defense Intelligence Agency）\nn. (Dia)人名；(越)地；(意、法、罗、西、几、马里、刚(金)、塞内、毛里塔、阿拉伯)迪亚,,,,,0,0,,,
-diazonium,,,重氮,,,,,0,0,,,
-dichloramidobenzo-sulf onic acid,,,[网络] 糖酸；糖本,,,,,0,0,,,
-dict,,,说,,,,,0,0,,,
-diene,'dɪən,,[医]〔后缀〕二烯,,,,,0,0,,,
-dies,'daɪiz,,v. 死亡；消失（动词die的第三人称单数形式）；凋谢\nn. [机] 模具（名词die的复数）；（拉）日\nn. (Dies)人名；(英)戴斯；(西)迭斯,,,,,0,0,,,
-dilol,,,地洛,,,,,0,0,,,
-dimensional,,, …维的,,,,,0,0,,,
-din,,,"定,啶",,,,,0,0,,,
-din(e),,,"定,啶",,,,,0,0,,,
-dine,,,"定,啶",,,,,0,0,,,
-dione,,,[网络] 二酮,,,,,0,0,,,
-dipine,,,地平,,,,,0,0,,,
-dipsia,,,[网络] 赤字,,,,,0,0,,,
-dismase,,,地酶,,,,,0,0,,,
-dist,'dɪst,,abbr. 距离（distance）；分配（distribution）,,,,,0,0,,,
-dom,,, （表示状况或状态）,,,,,0,0,,,
-dopa,,,多巴,,,,,0,0,,,
-dor,dɔ:,,n. 金龟子；发出嗡嗡声的昆虫（等于dorr或者dorbeetle）\nabbr. 受衔日期（date of rank）；数位光学记录（digital optical recording）\nn. (Dor)人名；(英、法、德、尼)多尔,,,,,0,0,,,
-dos,dɑs; dɔs,,abbr. 磁盘操作系统（Disk Operating System）,,,,,0,0,,,
-dox,dɔ:ks,,n. 阿霉素；强力霉素,,,,,0,0,,,
-dralszine,,,屈嗪,,,,,0,0,,,
-drenched,drentʃd,,adj. 湿透的；充满的\nv. 浸湿；强使服药；覆盖（drench的过去分词）,,,,,0,0,,,
-drine,,,君,,,,,0,0,,,
-driven,'drɪvn,,adj. 被动的，受到驱策的\nv. 驾驶，开车（drive的过去分词）,,,,,0,0,,,
-drome,drəum,," 表示：跑,跑道,道路：hippodrome,motordrome; 跑的东西：Palindrome,syndrome; 大空间,大场地,大面积：aerodrome, picturedrome",,,,,0,0,,,
-dromous,drəməs,," 表示行的,流动的：anadromous,catadromous",,,,,0,0,,,
-dropping,'drɒpɪŋ,,n. 落下；空投；滴下物\nv. 落下；退出（drop的ing形式）；滴入；随口漏出,,,,,0,0,,,
-duc,,,引导,,,,,0,0,,,
-duct,,,引导,,,,,0,0,,,
-dynamous,,,有…力的,,,,,0,0,,,
-dyne,,,[网络] yn,,,,,0,0,,,
-dynia,'dɪniə,,痛,,,,,0,0,,,
-dyspnea,,,呼吸困难,,,,,0,0,,,
-e,,,构成复数名词,,,,,0,0,,,
-e-,iː,,n. 英语字母中的第五个字母,,,,,0,0,,,
-eae,,,族,,,,,0,0,,,
-ean,'iən,,"suf. [用以构成形容词和名词]表示...的,属于...的,像...的,似...的：European,Aegean, Caesarean, curstacean",,,,,0,0,,,
-eared,iəd,,adj. 有穗的；有耳的；有把的\nv. 听；抽穗（ear的过去分词）,,,,,0,0,,,
"-ectasia,-ectasis",,,comb.form 表示“扩张”、“膨胀”,,,,,0,0,,,
-ectasis,,,"扩张,膨胀",,,,,0,0,,,
-ectin,,,克丁,,,,,0,0,,,
-ectomize,,,comb.form 表示“切除”：thyroidectomize,,,,,0,0,,,
-ectomy,'ektəmi,," 表示切除(术),截除(术)：appendectomy, tonsillectomy",,,,,0,0,,,
-ectopia,,,异位,,,,,0,0,,,
-ed,əd,, 附在规则动词后构成过去式和过去分词；附在规则动词和名词后构成同义形容词,,,,,0,0,,,
-edema,,,comb.form 【医学】表示“水肿”,,,,,0,0,,,
-edged,edʒd,,adj. 有刃的；有边的\nv. 使开刃；加边于；侧着移动（edge的过去分词）,,,,,0,0,,,
-edly,idli,,suf. [附于规则动词后构成副词，表示行动或受动的状态或动作行为的方式]：disgustedly， hurriedly,,,,,0,0,,,
-educated,'edjʊkeɪtɪd,,adj. 受过教育的；有教养的\nv. 训练；教导；培育（educate的过去分词形式）,,,,,0,0,,,
-ee,,, 受动者；受益者,,,,,0,0,,,
-een,,,[网络]  - 那个,,,,,0,0,,,
-eer,,, 与…有关的人,,,,,0,0,,,
-efficient,i'fiʃənt,,"comb.form 表示“效率高的”,“充分利用的”：cost-efficient,energy-efficient",,,,,0,0,,,
-eh,,,[网络] 呃,,,,,0,0,,,
-eian,'i:ən; 'iən,,"suf. 用以构成昵称或其形容词：Boaleian, Rugbeian",,,,,0,0,,,
-ein,,,[网络]  - 爱,,,,,0,0,,,
"-ein,-eine",i:n; i:in,,suf. 【化学】；[用以区别于以-in或-ine为后缀的名称拼法近似而易混淆的化合物]；表示“含内酐的化合物”,,,,,0,0,,,
-eine,i:n; i:in,,suf. =-ein,,,,,0,0,,,
-eity,,,[网络] 亲爱的,,,,,0,0,,,
-el,əl,,suf. [用以构成名词]表示“小的事物”：cormel， chapel,,,,,0,0,,,
-elect,ɪ'lekt,,adj. 选出的；当选的；卓越的\nn. 被选的人；特殊阶层；上帝的选民\nvt. 选举；选择；推选\nvi. 作出选择；进行选举,,,,,0,0,,,
-ell,,,"小,小型",,,,,0,0,,,
-ella,elə,,suf. [用以构成生物分类的学名]表示“…属”,,,,,0,0,,,
-elle,,,n. 世界时装之苑（时尚类期刊）；依尼（服装品牌名）,,,,,0,0,,,
-els,,,abbr. 抗剪弹性极限（Elastic Limit under Shear）\nn. (Els)人名；(荷)埃尔丝；(德)埃尔斯,,,,,0,0,,,
-eme,i:m,,"suf. [用以构成名词][语言学]表示“位”, “素”:",,,,,0,0,,,
-emesis,,,呕吐,,,,,0,0,,,
-emia,,,[网络] 贫血,,,,,0,0,,,
-emphraxis,,,阻塞,,,,,0,0,,,
-en,n,,"suf. 加在形容词后构成动词使, 使成为, 变得：darken, weaken; 加在名词后构成动词变得有,使有,具有：heighten,hearten,strengthen; 加在物质名词后构成形容词表示由...制的, 由...构成的, ...一样的：wooden, woolen; 构成某些不规则动词的过去分词：risen, written; 用以构成某些名词的复数：children,brethren",,,,,0,0,,,
"-EN, -REN plurals",'plʊərəl,,adj. 复数的；二以上的\nn. 【语】复数(形)；复数词\n[网络] 复数名词；单复数；的复数形式,,,,,0,0,,,
-enabled,,, 能与某一系统（或技术）使用的,,,,,0,0,,,
-ence,,, ——见 -ance,,,,,0,0,,,
-enchylema,",enkai'li:mə",,"comb.form 表示“细胞组织的”：aerenchylema,collenchylema",,,,,0,0,,,
-enchyma,,,[网络] 原文,,,,,0,0,,,
-enchysis,,,注射,,,,,0,0,,,
-encies,-ənsi,,-ency\n[-ənsi]\nsuf.\n[用以构成名词]表示“性质”，“状态”“情况”，“结果”，“程度”，“动作”(= ence):,,,,,0,0,,,
